,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
1269,2500,Metals & Mining,Xie Weitong,66.0,Singapore,,Cobalt,Metals & Mining,Taiwan,,True,D,M,1/1/1957 0:00,,,1957.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
1270,2500,Fashion & Retail,Ye Guofu,45.0,China,Guangzhou,Retail,Fashion & Retail,China,,True,R,M,1/1/1978 0:00,,,1978.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1271,2400,Technology,Brian Acton,51.0,United States,Palo Alto,WhatsApp,Technology,United States,WhatsApp Inc.,True,D,M,2/17/1972 0:00,California,West,1972.0,2.0,17.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1272,2400,Automotive,Abdulla Al Futtaim & family,83.0,United Arab Emirates,Dubai,"Auto dealers, investments",Automotive,United Arab Emirates,,False,D,M,1/1/1940 0:00,,,1940.0,1.0,1.0,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529.0,23.424076,53.847818000000004
1273,2400,Energy,Edward Bass,77.0,United States,Fort Worth,"Oil, investments",Energy,United States,,False,E,M,9/10/1945 0:00,Texas,South,1945.0,9.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1274,2400,Media & Entertainment,Koos Bekker,70.0,South Africa,Cape Town,"Media, investments",Media & Entertainment,South Africa,,True,U,M,12/14/1952 0:00,,,1952.0,12.0,14.0,158.93,4.1,"$351,431,649,241 ",22.4,100.9,63.9,27.5,29.2,58558270.0,-30.559482,22.937506
1275,2400,Healthcare,Otto Philipp Braun,45.0,Germany,Melsungen,Medical technology,Healthcare,Germany,,False,D,M,1/1/1978 0:00,,,1978.0,1.0,1.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165690999999995,10.451526
1276,2400,Fashion & Retail,Chen Tei-fu,74.0,United States,Los Angeles,Herbal products,Fashion & Retail,Taiwan,,True,D,M,4/19/1948 0:00,California,West,1948.0,4.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1277,2400,Fashion & Retail,Abilio dos Santos Diniz,86.0,Brazil,Sao Paulo,Retail,Fashion & Retail,Brazil,,False,D,M,12/28/1936 0:00,,,1936.0,12.0,28.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1278,2400,Finance & Investments,Marcel Erni,58.0,Switzerland,Zug,Private equity,Finance & Investments,Switzerland,,True,D,M,1/1/1965 0:00,,,1965.0,1.0,1.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227511999999999
1279,2400,Fashion & Retail,Doris Fisher,91.0,United States,San Francisco,Gap,Fashion & Retail,United States,Gap Inc.,True,D,F,8/23/1931 0:00,California,West,1931.0,8.0,23.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1280,2400,Finance & Investments,Gerald Ford,78.0,United States,Dallas,Banking,Finance & Investments,United States,Ford Financial Fund,True,D,M,8/4/1944 0:00,Texas,South,1944.0,8.0,4.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1281,2400,Healthcare,Bernard Fraisse & family,66.0,France,Paris,Pharmaceuticals,Healthcare,France,,True,E,M,8/10/1956 0:00,,,1956.0,8.0,10.0,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749
1282,2400,Finance & Investments,Alfred Gantner,55.0,Switzerland,Zug,Private equity,Finance & Investments,Switzerland,,True,D,M,4/1/1968 0:00,,,1968.0,4.0,1.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227511999999999
1283,2400,Gambling & Casinos,Paul Gauselmann & family,88.0,Germany,Espelkamp,Gambling,Gambling & Casinos,Germany,,True,D,M,8/26/1934 0:00,,,1934.0,8.0,26.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165690999999995,10.451526
1284,2400,Real Estate,Mitchell Goldhar,61.0,Canada,North York,Real estate,Real Estate,Canada,SmartCentres,True,D,M,7/15/1961 0:00,,,1961.0,7.0,15.0,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.34677099999999
1285,2400,Finance & Investments,Peter Hargreaves,76.0,United Kingdom,Bristol,Financial services,Finance & Investments,United Kingdom,,True,D,M,10/5/1946 0:00,,,1946.0,10.0,5.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1286,2400,Healthcare,Xuande Hua & family,79.0,China,Taizhou,Pharmaceuticals,Healthcare,China,,True,D,M,10/30/1943 0:00,,,1943.0,10.0,30.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1287,2400,Diversified,Kwek Leng Kee,68.0,Singapore,Singapore,Diversified,Diversified,Singapore,,False,U,M,1/1/1955 0:00,,,1955.0,1.0,1.0,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836
1288,2400,Manufacturing,Catherine Lozick,77.0,United States,Fort Lauderdale,Valve manufacturing,Manufacturing,United States,,False,U,F,5/1/1945 0:00,Florida,South,1945.0,5.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1289,2400,Media & Entertainment,Kalanithi Maran,57.0,India,Chennai,Media,Media & Entertainment,India,,True,E,M,7/26/1965 0:00,,,1965.0,7.0,26.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1290,2400,Finance & Investments,Jed McCaleb,48.0,United States,Berkeley,Cryptocurrency,Finance & Investments,United States,,True,D,M,1/1/1975 0:00,California,West,1975.0,1.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1291,2400,Manufacturing,Fatih Ozmen,65.0,United States,Reno,Aerospace,Manufacturing,United States,,True,D,M,2/2/1958 0:00,Nevada,West,1958.0,2.0,2.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1292,2400,Food & Beverage,Pan Laican,,China,foshan,Soy sauce,Food & Beverage,China,,True,D,M,,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1293,2400,Metals & Mining,Tor Peterson,58.0,Switzerland,Zug,Commodities,Metals & Mining,United States,,True,D,M,8/7/1964 0:00,,,1964.0,8.0,7.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227511999999999
1294,2400,Finance & Investments,Daniel Pritzker,63.0,United States,Marin County,"Hotels, investments",Finance & Investments,United States,,False,D,M,9/15/1959 0:00,California,West,1959.0,9.0,15.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1295,2400,Real Estate,Jinxing Qi,61.0,China,Hangzhou,Real estate,Real Estate,China,,True,U,M,3/28/1962 0:00,,,1962.0,3.0,28.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1296,2400,Manufacturing,Qiu Jianping & family,61.0,China,Hangzhou,Hand tools,Manufacturing,China,,True,U,M,1/28/1962 0:00,,,1962.0,1.0,28.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1297,2400,Diversified,Rajan Raheja & family,68.0,India,Mumbai,Diversified,Diversified,India,,False,E,M,6/1/1954 0:00,,,1954.0,6.0,1.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1298,2400,Finance & Investments,Matthias Reinhart,63.0,Switzerland,Zurich,Financial services,Finance & Investments,Switzerland,,True,D,M,1/1/1960 0:00,,,1960.0,1.0,1.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227511999999999
1299,2400,Technology,Arnout Schuijff,55.0,Netherlands,Amsterdam,Payments software,Technology,Netherlands,,True,D,M,10/16/1967 0:00,,,1967.0,10.0,16.0,115.91,2.6,"$909,070,395,161 ",85.0,104.2,81.8,23.0,41.2,17332850.0,52.132633,5.291266
1300,2400,Diversified,Hans Sy,67.0,Philippines,Manila,Diversified,Diversified,Philippines,,False,D,M,9/29/1955 0:00,,,1955.0,9.0,29.0,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.77401699999999
1301,2400,Diversified,Herbert Sy,66.0,Philippines,Manila,Diversified,Diversified,Philippines,,False,D,M,10/1/1956 0:00,,,1956.0,10.0,1.0,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.77401699999999
1302,2400,Diversified,Lucio Tan,88.0,Philippines,Manila,Diversified,Diversified,Philippines,,True,U,M,7/17/1934 0:00,,,1934.0,7.0,17.0,129.61,2.5,"$376,795,508,680 ",35.5,107.5,71.1,14.0,43.1,108116615.0,12.879721,121.77401699999999
1303,2400,Technology,Tsai Ming-kai,72.0,Taiwan,Hsinchu,Semiconductors,Technology,Taiwan,,True,D,M,4/6/1950 0:00,,,1950.0,4.0,6.0,,,,,,,,,,,
1304,2400,Media & Entertainment,Ted Turner,84.0,United States,Atlanta,Cable television,Media & Entertainment,United States,,False,U,M,11/19/1938 0:00,Georgia,South,1938.0,11.0,19.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1305,2400,Real Estate,David Walentas,84.0,United States,New York,Real estate,Real Estate,United States,,True,U,M,8/7/1938 0:00,New York,Northeast,1938.0,8.0,7.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1306,2400,Finance & Investments,Urs Wietlisbach,61.0,Switzerland,Zug,Private equity,Finance & Investments,Switzerland,,True,D,M,8/25/1961 0:00,,,1961.0,8.0,25.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227511999999999
1307,2400,Technology,Jerry Yang,54.0,United States,Los Altos Hills,Yahoo,Technology,United States,Yahoo!,True,D,M,11/6/1968 0:00,California,West,1968.0,11.0,6.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1308,2400,Manufacturing,Yang Jianliang & family,53.0,China,Wuxi,Machinery,Manufacturing,China,,True,D,M,6/1/1969 0:00,,,1969.0,6.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1309,2400,Manufacturing,Yang Weidong & family,54.0,China,Jiaxing,Chemicals,Manufacturing,China,,True,D,M,9/9/1968 0:00,,,1968.0,9.0,9.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1310,2400,Real Estate,Mortimer Zuckerman,85.0,United States,New York,"Real estate, media",Real Estate,United States,Boston Properties,True,D,M,6/4/1937 0:00,New York,Northeast,1937.0,6.0,4.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1311,2300,Finance & Investments,John Armitage,63.0,United Kingdom,London,Hedge funds,Finance & Investments,Ireland,Egerton Capital,True,D,M,12/1/1959 0:00,,,1959.0,12.0,1.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1312,2300,Energy,Lee Bass,66.0,United States,Fort Worth,"Oil, investments",Energy,United States,,False,U,M,5/24/1956 0:00,Texas,South,1956.0,5.0,24.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1313,2300,Technology,John Bicket,43.0,United States,San Francisco,Sensor systems,Technology,United States,,True,U,M,3/20/1980 0:00,California,West,1980.0,3.0,20.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1314,2300,Technology,Sanjit Biswas,41.0,United States,San Francisco,Sensor systems,Technology,United States,,True,U,M,1/12/1982 0:00,California,West,1982.0,1.0,12.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1315,2300,Fashion & Retail,Timothy Boyle,73.0,United States,Portland,Columbia Sportswear,Fashion & Retail,United States,,True,E,M,9/7/1949 0:00,Oregon,West,1949.0,9.0,7.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1316,2300,Technology,Morris Chang,91.0,Taiwan,Hsinchu,Semiconductors,Technology,Taiwan,,True,D,M,7/10/1931 0:00,,,1931.0,7.0,10.0,,,,,,,,,,,
1317,2300,Real Estate,Chao Teng-hsiung,78.0,Taiwan,Taipei,Real estate,Real Estate,Taiwan,,True,D,M,10/4/1944 0:00,,,1944.0,10.0,4.0,,,,,,,,,,,
1318,2300,Finance & Investments,Samuel Chen,73.0,,,Investments,Finance & Investments,Taiwan,,True,N,M,1/1/1950 0:00,,,1950.0,1.0,1.0,,,,,,,,,,,
1319,2300,Manufacturing,Chu Lam Yiu,53.0,Hong Kong,Hong Kong,Flavorings,Manufacturing,Hong Kong,,True,E,F,12/1/1969 0:00,,,1969.0,12.0,1.0,,,,,,,,,,,
1320,2300,Technology,K. Dinesh,68.0,India,Bangalore,Software services,Technology,India,,True,D,M,6/6/1954 0:00,,,1954.0,6.0,6.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1321,2300,Diversified,James Duff,62.0,United States,Hattiesburg,"Tires, diversified",Diversified,United States,,True,U,M,3/7/1961 0:00,Mississippi,South,1961.0,3.0,7.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1322,2300,Diversified,Thomas Duff,66.0,United States,Hattiesburg,"Tires, diversified",Diversified,United States,,True,U,M,12/31/1956 0:00,Mississippi,South,1956.0,12.0,31.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1323,2300,Technology,Daniel Ek,40.0,Sweden,Stockholm,Spotify,Technology,Sweden,Spotify,True,D,M,2/21/1983 0:00,,,1983.0,2.0,21.0,110.51,1.8,"$530,832,908,738 ",67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501
1324,2300,Fashion & Retail,John Fisher,61.0,United States,San Francisco,Gap,Fashion & Retail,United States,"Pisces, Inc.",False,D,M,6/1/1961 0:00,California,West,1961.0,6.0,1.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1325,2300,Fashion & Retail,Georg Haub,61.0,Germany,Berlin,Retail,Fashion & Retail,Germany,,False,U,M,1/1/1962 0:00,,,1962.0,1.0,1.0,112.85,1.4,"$3,845,630,030,824 ",70.2,104.0,80.9,11.5,48.8,83132799.0,51.165690999999995,10.451526
1326,2300,Construction & Engineering,Erman Ilicak,55.0,Turkey,Ankara,Construction,Construction & Engineering,Turkey,,True,E,M,10/3/1967 0:00,,,1967.0,10.0,3.0,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1327,2300,Finance & Investments,Justin Ishbia,45.0,United States,Chicago,Private equity,Finance & Investments,United States,,False,U,M,9/18/1977 0:00,Illinois,Midwest,1977.0,9.0,18.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1328,2300,Technology,Long Jiang,49.0,China,Weifang,Manufacturing,Technology,China,,True,U,M,2/1/1974 0:00,,,1974.0,2.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1329,2300,Finance & Investments,Bruce Karsh,67.0,United States,Los Angeles,Private equity,Finance & Investments,United States,Oaktree Capital Group LLC,True,U,M,10/10/1955 0:00,California,West,1955.0,10.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1330,2300,Technology,Bom Kim,44.0,South Korea,Seoul,Online retailing,Technology,United States,Coupang,True,D,M,10/1/1978 0:00,,,1978.0,10.0,1.0,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757000000004,127.766922
1331,2300,Food & Beverage,Jianping Lai,,China,Foshan,Soy sauce,Food & Beverage,China,,True,D,M,,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1332,2300,Healthcare,Lam Kong,58.0,Hong Kong,Hong Kong,Pharmaceuticals,Healthcare,China,,True,D,M,6/15/1964 0:00,,,1964.0,6.0,15.0,,,,,,,,,,,
1333,2300,Finance & Investments,Stephen Lansdown,70.0,Guernsey,St. Peter Port,Financial services,Finance & Investments,Guernsey,,True,D,M,8/30/1952 0:00,,,1952.0,8.0,30.0,,,,,,,,,,,
1334,2300,Fashion & Retail,Kevin David Lehmann,20.0,,,Drugstores,Fashion & Retail,Germany,,False,D,M,9/1/2002 0:00,,,2002.0,9.0,1.0,,,,,,,,,,,
1335,2300,Food & Beverage,Li Haiyan,,China,Chengdu,Restaurants,Food & Beverage,China,,True,U,F,,,,,,,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1336,2300,Finance & Investments,Hua Li,45.0,China,Shenzhen,Financial services,Finance & Investments,China,,True,U,M,1/1/1978 0:00,,,1978.0,1.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1337,2300,Gambling & Casinos,Lim Kok Thay,71.0,Malaysia,Kuala Lumpur,Casinos,Gambling & Casinos,Malaysia,,False,U,M,8/16/1951 0:00,,,1951.0,8.0,16.0,121.46,0.7,"$364,701,517,788 ",45.1,105.3,76.0,12.0,38.7,32447385.0,4.210483999999999,101.97576600000001
1338,2300,Food & Beverage,Kishore Mariwala,88.0,India,Mumbai,Consumer goods,Food & Beverage,India,,False,D,M,2/14/1935 0:00,,,1935.0,2.0,14.0,180.44,7.7,"$2,611,000,000,000 ",28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
1339,2300,Food & Beverage,Clayton Mathile,82.0,United States,Brookville,Pet food,Food & Beverage,United States,,True,E,M,1/11/1941 0:00,Ohio,,1941.0,1.0,11.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1340,2300,Fashion & Retail,Mi Enhua,65.0,China,Urumqi,Retail,Fashion & Retail,China,,True,D,M,4/1/1958 0:00,,,1958.0,4.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1341,2300,Food & Beverage,Vadim Moshkovich,55.0,Russia,Moscow,"Agriculture, land",Food & Beverage,Russia,,True,U,M,4/6/1967 0:00,,,1967.0,4.0,6.0,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.31875600000001
1342,2300,Food & Beverage,David Murdock,99.0,United States,Ventura,"Dole, real estate",Food & Beverage,United States,,True,E,M,4/10/1923 0:00,California,West,1923.0,4.0,10.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1343,2300,Fashion & Retail,David Nahmad,75.0,United States,New York,Art collection,Fashion & Retail,Monaco,,True,U,M,4/14/1947 0:00,New York,Northeast,1947.0,4.0,14.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1344,2300,Finance & Investments,Lirio Parisotto,69.0,Brazil,Manaus,Investments,Finance & Investments,Brazil,,True,D,M,12/18/1953 0:00,,,1953.0,12.0,18.0,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
1345,2300,Food & Beverage,Augusto Perfetti,,Switzerland,Lugano,Candy,Food & Beverage,Italy,,False,Split Family Fortune,M,,,,,,,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227511999999999
1346,2300,Food & Beverage,Giorgio Perfetti,,Switzerland,Lugano,Candy,Food & Beverage,Italy,,False,Split Family Fortune,M,,,,,,,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227511999999999
1347,2300,Fashion & Retail,Alberto Prada,69.0,Italy,Milan,Luxury goods,Fashion & Retail,Italy,,False,U,M,2/21/1954 0:00,,,1954.0,2.0,21.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1348,2300,Fashion & Retail,Marina Prada,77.0,Italy,Milan,Luxury goods,Fashion & Retail,Italy,,False,U,F,7/14/1945 0:00,,,1945.0,7.0,14.0,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
1349,2300,Diversified,Filiz Sahenk,56.0,Turkey,Istanbul,Diversified,Diversified,Turkey,,False,U,F,2/14/1967 0:00,,,1967.0,2.0,14.0,234.44,15.2,"$754,411,708,203 ",23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322
1350,2300,Food & Beverage,Richard Sands,72.0,United States,Delray Beach,Liquor,Food & Beverage,United States,,False,Split Family Fortune,M,3/3/1951 0:00,Florida,South,1951.0,3.0,3.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1351,2300,Finance & Investments,Stephan Schmidheiny,75.0,Switzerland,Hurden,Investments,Finance & Investments,Switzerland,,False,E,M,10/29/1947 0:00,,,1947.0,10.0,29.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227511999999999
1352,2300,Healthcare,Alberto Siccardi & family,78.0,Switzerland,Lugano,Medical devices,Healthcare,Switzerland,,False,D,M,5/1/1944 0:00,,,1944.0,5.0,1.0,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227511999999999
1353,2300,Real Estate,Stefan Soloviev,47.0,United States,Delray Beach,"Real estate, grains",Real Estate,United States,,False,N,M,5/21/1975 0:00,Florida,South,1975.0,5.0,21.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1354,2300,Fashion & Retail,Tang Yiu,89.0,Hong Kong,Hong Kong,Fashion retail,Fashion & Retail,Hong Kong,,True,D,M,4/1/1934 0:00,,,1934.0,4.0,1.0,,,,,,,,,,,
1355,2300,Technology,Tian Ming,69.0,China,Hefei,Measuring instruments,Technology,China,,True,U,M,12/20/1953 0:00,,,1953.0,12.0,20.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1356,2300,Finance & Investments,T.Y. Tsai,70.0,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,,False,D,M,1/1/1953 0:00,,,1953.0,1.0,1.0,,,,,,,,,,,
1357,2300,Technology,Jayshree Ullal,62.0,United States,Saratoga,Computer networking,Technology,United States,Arista,True,U,F,3/27/1961 0:00,California,West,1961.0,3.0,27.0,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
1358,2300,Finance & Investments,Georg von Opel,56.0,United Kingdom,London,"Real estate, investments",Finance & Investments,Switzerland,,False,U,M,5/4/1966 0:00,,,1966.0,5.0,4.0,119.62,1.7,"$2,827,113,184,696 ",60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
1359,2300,Real Estate,Lang Walker,77.0,Australia,Sydney,Real estate,Real Estate,Australia,,True,U,M,7/5/1945 0:00,,,1945.0,7.0,5.0,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
1360,2300,Manufacturing,Xicheng Wang & family,74.0,China,Zhaoyuan,Tires,Manufacturing,China,,True,D,M,11/1/1948 0:00,,,1948.0,11.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
1361,2300,Real Estate,Wang Zhenhua,61.0,China,Shanghai,Real estate,Real Estate,China,,True,D,M,3/1/1962 0:00,,,1962.0,3.0,1.0,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
