 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve
104,43,4,5,6,20,13,100
88,51,5,6,136,75,3,3
110,53,4,3,6,24,12,80
131,53,3,4,10,35,9,29
126,65,4,3,5,15,16,206
26,39,8,25,142,83,3,3
101,44,4,4,5,20,14,119
107,56,4,4,6,16,15,170
99,51,4,4,5,17,15,163
140,50,3,3,6,19,13,109
125,52,4,3,6,24,13,98
88,43,4,5,5,15,16,220
105,55,4,3,9,30,9,34
105,49,4,4,7,25,11,60
115,56,4,3,6,20,14,132
125,50,4,3,6,24,13,94
140,52,3,3,5,19,16,167
118,55,4,3,6,18,14,152
133,49,3,4,7,23,10,55
138,49,4,3,10,32,9,30
121,51,4,4,10,33,9,33
122,50,4,4,6,19,14,131
126,52,3,4,14,43,8,19
142,47,3,4,5,15,15,206
114,49,3,4,7,23,11,69
129,49,4,4,6,20,12,93
151,49,3,4,4,15,20,301
107,55,4,3,6,18,12,109
137,52,3,3,15,46,7,17
124,51,4,3,8,31,11,53
140,49,3,4,8,27,11,57
129,52,3,3,6,19,13,119
146,51,3,3,4,13,23,459
124,55,3,3,14,42,7,19
157,46,3,4,9,29,8,30
141,53,3,4,5,18,14,151
50,41,7,17,24,57,6,10
131,52,3,3,6,20,13,100
127,52,4,3,8,31,10,52
52,35,8,28,27,59,6,10
110,45,4,4,6,16,14,161
117,51,4,4,6,22,12,93
160,52,3,4,5,18,15,158
108,51,4,4,7,22,10,63
104,52,4,4,17,52,7,14
66,46,6,10,11,35,8,29
85,44,5,8,20,51,7,14
57,39,6,14,16,45,7,19
131,54,4,3,7,26,12,76
132,49,4,4,4,15,21,343
98,40,4,6,6,24,11,71
136,53,4,3,5,18,14,137
58,38,7,19,34,61,6,8
33,40,8,25,16,42,7,17
127,57,4,3,6,22,12,80
98,45,4,4,5,15,16,214
45,43,7,17,32,60,6,7
118,50,4,4,5,16,17,211
128,53,3,4,5,14,17,260
125,55,4,4,10,32,9,39
92,36,4,8,5,20,15,156
152,62,3,3,7,28,10,52
141,59,3,3,6,18,14,140
141,53,4,3,11,35,8,23
109,51,4,3,6,20,12,90
126,54,4,3,7,25,12,76
60,33,6,21,69,82,4,2
98,52,4,4,9,36,9,36
130,54,4,3,5,20,15,151
99,48,4,5,5,18,14,144
104,51,4,4,6,24,11,72
115,50,4,4,8,30,11,56
144,49,3,4,4,13,22,412
104,50,4,4,13,41,8,21
111,51,4,4,5,18,14,135
35,36,8,31,119,70,4,3
124,52,4,3,5,14,20,371
132,55,4,3,5,15,17,225
109,40,4,5,5,18,15,168
116,50,4,4,8,25,10,46
82,43,5,9,19,54,7,14
148,48,4,4,13,41,8,19
75,34,6,17,24,56,6,10
133,59,3,3,7,26,11,72
33,42,7,19,133,70,4,2
110,56,4,3,167,52,2,6
100,51,4,4,6,23,14,115
95,62,4,3,23,54,6,9
117,45,4,4,27,52,6,8
24,34,9,41,103,67,4,4
22,35,10,45,101,59,5,4
114,56,4,3,21,58,6,11
155,48,3,4,5,15,15,198
95,37,4,7,7,25,10,55
29,36,8,30,27,54,6,9
106,65,4,3,11,40,9,30
136,51,4,3,9,29,9,34
104,36,4,7,8,29,9,40
85,47,5,7,17,51,7,16
140,58,3,3,106,73,4,3
41,47,7,14,111,54,5,4
44,34,8,29,50,75,5,5
106,47,4,5,36,63,5,5
113,52,4,4,6,18,12,108
119,52,4,3,5,19,15,145
88,43,4,5,6,22,14,116
68,45,6,13,17,47,7,17
143,51,3,3,8,25,10,51
127,52,4,3,8,31,10,44
100,56,5,5,169,73,3,4
68,42,6,11,41,77,5,5
116,55,4,4,4,15,19,266
134,55,4,3,6,21,12,91
86,48,4,5,6,26,13,90
140,50,3,3,7,24,12,78
130,58,4,3,13,42,8,21
144,47,4,4,10,29,8,31
129,55,3,3,6,19,13,119
40,33,8,31,58,73,5,4
10,32,11,60,115,54,4,4
46,32,8,35,17,47,7,16
135,45,3,4,6,22,13,97
94,40,4,6,6,20,13,111
45,51,7,12,75,77,5,3
84,73,5,3,105,85,4,2
141,52,3,4,6,19,13,106
128,53,4,3,4,16,19,251
104,53,4,4,12,38,8,24
119,57,4,3,6,18,13,112
117,58,4,3,8,30,10,46
121,43,4,5,6,21,12,95
100,39,4,6,5,21,14,125
137,64,3,3,9,33,9,38
85,52,5,5,7,27,11,72
120,53,4,3,5,15,16,222
41,37,8,28,61,79,5,4
137,56,3,3,108,80,3,2
106,51,4,4,6,20,13,110
109,48,4,4,6,23,13,100
103,49,4,4,8,30,10,53
123,45,4,5,8,29,10,47
147,51,4,3,180,82,2,4
104,43,4,5,7,25,11,66
123,49,4,4,5,17,16,195
117,57,4,3,6,22,12,83
107,51,3,3,6,18,12,102
119,43,4,4,7,23,11,66
75,43,5,9,8,30,10,46
117,54,4,3,5,21,15,134
22,39,9,31,67,69,4,4
130,49,4,4,8,32,10,46
130,63,3,3,177,77,2,5
18,34,10,43,122,66,4,3
17,30,10,56,105,61,5,4
115,65,4,3,65,91,4,3
40,37,8,25,34,61,6,8
131,48,4,4,13,38,8,20
55,44,7,16,13,40,8,23
110,47,4,4,4,13,23,429
148,52,3,3,5,14,19,318
115,50,4,4,9,29,8,29
89,47,5,6,8,31,10,51
130,39,4,6,6,17,14,139
100,49,4,5,5,15,17,229
82,39,5,11,30,62,6,8
125,51,4,4,7,28,11,63
152,50,3,3,4,13,23,440
48,35,7,25,37,76,5,6
30,30,10,55,119,91,3,2
130,50,4,4,6,16,14,168
137,45,4,4,5,18,15,171
43,56,6,7,146,60,3,3
144,57,3,3,6,23,12,83
115,59,4,3,8,30,10,43
132,56,3,3,5,19,15,176
98,54,4,4,13,39,8,21
102,47,4,4,6,17,13,129
47,39,7,20,57,65,5,5
101,37,4,6,19,52,7,12
150,62,3,3,180,79,2,4
32,32,9,42,54,72,5,5
104,52,4,4,7,26,12,70
27,38,8,29,21,50,6,12
46,37,8,26,71,78,5,4
28,33,9,38,26,55,6,10
127,59,4,3,13,41,8,20
34,33,10,48,110,88,4,2
132,52,4,4,4,13,25,562
82,41,4,6,6,18,12,108
116,58,4,3,7,23,11,66
127,56,4,3,7,24,11,70
102,50,4,4,5,17,14,145
140,52,3,4,4,15,22,369
109,51,3,3,7,25,10,50
129,47,4,3,15,46,7,17
128,49,4,4,5,20,13,105
123,49,4,4,7,24,11,67
129,59,4,3,9,34,9,36
97,44,4,5,6,22,13,97
67,34,7,19,31,70,6,7
91,38,4,7,11,38,8,26
93,52,4,4,5,17,15,172
144,51,3,4,7,23,11,74
132,54,4,3,24,53,6,7
103,43,4,5,12,36,8,24
135,53,4,3,13,43,8,20
84,46,4,5,6,23,12,81
20,42,8,29,129,69,4,3
37,40,8,26,84,87,4,2
97,54,4,4,28,60,6,7
73,38,7,17,60,77,5,4
117,54,4,3,10,38,9,30
84,41,4,6,6,20,13,100
155,52,3,3,6,18,13,121
124,48,4,4,5,20,16,164
14,30,11,67,42,62,5,6
106,69,4,3,4,13,23,472
135,49,4,4,7,26,11,64
112,55,4,4,5,16,15,174
53,47,7,15,66,75,4,3
54,47,7,13,62,80,4,3
92,49,4,5,12,38,8,24
61,36,6,16,10,38,9,36
119,59,4,3,6,23,11,65
112,61,4,3,198,80,2,5
14,31,11,60,105,58,4,4
139,57,4,3,9,31,9,33
132,58,3,3,73,86,4,2
91,46,4,6,9,34,9,38
140,58,3,3,6,20,13,123
118,58,4,3,6,18,14,134
111,52,4,3,5,14,18,299
39,32,9,36,90,91,4,2
55,37,7,18,37,72,5,6
36,31,9,40,71,77,5,4
93,42,4,5,6,20,12,92
93,47,4,4,5,16,15,183
69,45,6,11,25,65,6,9
139,49,3,4,6,18,12,103
105,61,4,3,6,24,13,107
120,55,4,3,8,28,11,61
140,59,3,3,7,23,11,73
126,76,4,2,65,81,5,3
104,46,4,4,4,14,25,499
106,60,4,4,150,61,3,5
103,48,4,4,6,25,12,85
142,61,3,3,9,33,9,39
128,43,4,5,9,31,9,32
126,53,4,4,6,18,12,102
85,41,4,6,9,31,9,33
144,52,3,3,7,24,10,57
146,51,3,3,5,15,18,261
84,40,5,8,50,73,5,4
98,45,4,4,34,72,5,6
121,54,4,3,21,55,7,11
98,49,4,4,5,19,15,165
106,42,4,5,5,18,17,191
125,54,3,3,6,21,13,100
114,49,4,4,5,17,17,206
124,56,4,3,5,16,15,170
131,59,4,3,73,77,4,2
119,47,3,4,6,22,11,76
139,51,3,3,6,18,12,106
121,48,4,4,6,17,13,137
123,50,4,4,10,39,9,34
121,50,4,4,6,21,13,105
140,51,4,4,6,23,13,97
125,59,4,3,20,55,7,12
80,38,5,8,6,21,13,102
124,54,3,3,8,29,10,50
143,49,4,4,6,23,13,96
79,39,5,7,8,28,10,53
130,62,3,3,5,21,15,149
161,52,3,4,5,13,21,404
120,43,4,5,7,26,11,72
127,56,4,4,4,13,23,438
111,55,4,4,5,13,22,460
130,54,3,3,12,45,8,22
129,60,4,3,81,79,4,2
158,49,3,4,16,48,7,15
101,52,4,4,6,20,13,94
123,51,3,4,7,21,11,72
129,49,4,4,6,21,12,94
80,42,5,9,17,51,7,16
25,49,8,22,125,71,3,3
147,55,3,3,6,19,14,133
108,39,4,6,5,14,18,308
171,56,2,5,162,74,3,3
129,50,4,4,10,36,9,32
116,46,4,5,6,17,13,133
133,54,4,3,6,21,12,82
135,55,4,3,13,43,8,21
106,47,4,4,6,21,12,89
104,45,4,4,5,21,14,127
106,52,4,5,58,69,4,3
123,53,4,3,7,23,11,72
134,49,4,4,5,16,15,173
127,52,3,3,5,19,15,140
39,46,7,16,71,75,4,3
100,47,4,4,6,21,12,91
96,49,5,5,18,48,7,14
129,52,4,3,6,20,13,114
27,39,8,29,126,76,3,3
144,55,4,3,5,17,14,154
146,54,4,3,9,31,9,39
128,44,3,4,8,32,10,47
123,54,4,3,6,21,14,121
66,37,6,15,52,69,5,5
113,48,4,4,6,22,13,109
99,54,4,4,14,42,8,20
115,53,4,3,5,17,19,261
11,34,10,45,154,78,3,2
147,58,3,3,7,23,10,58
105,53,4,3,7,25,12,85
105,46,4,4,8,32,11,53
132,56,4,3,5,18,17,187
140,61,3,3,18,47,6,12
110,52,4,3,5,18,16,189
19,33,10,46,97,75,4,3
129,58,4,3,134,74,3,3
127,49,4,4,10,33,9,32
52,43,7,15,196,54,2,5
140,61,4,3,4,12,28,686
137,58,3,3,6,20,13,105
112,47,4,4,7,28,11,61
93,44,4,4,5,16,15,174
139,54,3,3,10,33,8,29
125,48,4,4,5,18,14,146
118,52,4,3,7,25,12,81
109,43,4,5,7,26,12,75
119,51,4,3,5,15,18,241
104,45,4,5,144,96,3,2
132,52,3,4,11,35,8,28
60,40,7,17,120,95,3,2
125,48,3,4,7,27,10,54
121,51,4,4,6,23,13,91
120,57,4,3,6,23,14,110
109,46,4,4,5,16,15,170
113,48,4,4,6,19,12,97
125,46,4,4,6,16,14,170
147,54,3,4,9,34,9,31
117,45,4,4,6,22,12,92
130,50,4,4,6,17,13,123
108,55,4,3,5,19,16,170
109,53,4,4,7,23,12,89
99,41,4,5,6,24,11,70
121,59,4,3,9,32,10,43
86,49,4,5,7,26,11,62
126,66,4,3,8,30,10,43
115,47,4,4,5,15,18,244
129,53,4,4,8,31,11,55
102,52,4,4,6,18,13,119
127,56,4,3,4,13,25,546
125,54,3,3,7,30,11,64
113,57,4,3,5,14,19,308
136,60,3,3,7,20,11,79
118,50,3,3,5,20,14,120
121,55,4,3,12,38,8,24
92,41,4,5,6,19,14,126
109,44,4,4,8,31,10,47
119,52,4,4,132,102,3,2
129,50,3,4,5,17,14,152
102,49,4,4,6,20,12,106
145,59,3,3,6,18,13,121
91,56,4,4,97,97,4,2
135,46,4,4,5,16,15,193
131,55,4,3,15,44,7,15
120,48,4,4,7,25,12,79
111,46,4,4,5,18,14,129
112,47,4,4,5,16,15,186
129,46,3,4,6,19,12,98
138,58,3,3,5,16,15,166
108,55,4,4,6,22,11,69
124,47,4,4,7,25,12,78
109,43,4,5,5,15,18,257
146,58,3,3,6,21,12,87
89,45,4,5,8,23,9,48
138,55,3,3,7,28,11,55
128,63,4,3,6,25,12,83
105,46,4,4,5,19,16,164
133,56,4,3,5,16,15,193
122,60,4,3,6,22,13,106
125,49,4,4,5,17,15,175
136,54,3,3,6,19,13,122
129,63,3,3,7,24,12,81
126,52,4,4,8,29,10,49
99,40,4,6,4,13,21,409
87,44,4,5,5,16,15,191
108,46,4,4,7,23,11,78
112,51,4,4,7,26,12,88
110,54,4,4,99,103,4,2
144,56,3,3,7,25,11,69
139,55,3,3,4,15,20,312
111,52,4,3,5,16,15,175
102,57,4,3,6,18,13,123
115,55,4,3,6,18,14,137
117,56,4,3,6,18,12,107
104,44,4,5,9,26,9,38
115,45,4,4,6,21,12,85
117,53,4,3,5,16,15,174
114,49,4,4,6,19,13,116
113,55,4,4,5,17,17,233
101,50,4,5,7,25,12,75
120,52,4,3,5,20,16,165
104,45,4,4,6,25,11,67
105,56,4,3,5,16,14,172
103,37,4,6,4,13,23,453
125,51,4,3,6,24,11,71
133,58,4,3,5,13,19,361
106,55,4,4,6,22,12,88
118,58,4,3,7,26,11,69
127,49,4,4,5,17,14,146
130,51,4,4,5,18,14,141
119,45,4,4,7,24,11,72
94,52,4,4,5,17,14,142
146,53,3,4,6,19,12,104
107,46,4,4,7,21,10,62
132,55,3,3,26,63,6,8
127,55,3,3,27,63,6,7
115,52,4,3,5,15,17,237
100,47,4,4,5,15,19,284
117,49,4,4,4,15,22,359
129,61,3,3,8,28,10,57
91,56,5,5,114,83,3,2
142,53,3,4,16,49,7,16
98,41,4,6,6,17,13,123
117,43,4,5,9,35,9,36
113,48,4,4,7,24,11,66
128,47,4,4,5,17,14,136
103,57,4,4,48,78,5,4
136,53,3,3,6,19,12,93
113,58,4,3,6,21,12,86
95,46,4,4,6,18,13,122
110,45,4,4,5,19,15,147
123,55,4,3,5,17,15,158
121,69,3,2,57,87,5,3
120,43,4,4,6,18,12,109
133,51,4,4,6,20,13,108
130,46,4,4,5,20,14,126
141,51,4,4,5,17,17,199
126,47,3,4,4,16,18,237
131,49,3,4,7,26,12,83
106,47,4,4,7,24,12,84
140,54,4,3,9,30,10,45
129,48,4,4,8,25,9,42
119,50,4,4,7,21,10,65
96,43,4,5,7,23,11,74
111,51,4,3,6,18,13,111
64,56,6,9,4,11,34,1021
120,62,4,3,32,62,5,6
166,66,2,4,172,50,2,8
105,50,4,4,5,22,15,130
134,46,4,4,6,20,13,106
116,58,4,3,5,15,17,233
93,41,4,6,5,15,18,264
111,54,4,4,6,20,11,80
131,55,3,3,6,21,12,99
121,49,4,4,6,19,13,117
80,42,4,6,5,19,16,154
119,53,4,3,11,36,8,25
91,43,4,5,6,22,14,116
76,40,5,7,8,25,10,49
119,50,4,4,6,23,12,85
141,58,3,3,6,22,13,105
115,47,4,4,6,19,13,107
145,50,3,4,8,31,10,46
125,54,3,3,11,35,8,28
130,55,4,3,12,42,8,23
140,52,3,4,5,19,17,188
139,52,3,3,10,37,9,30
115,44,4,5,6,19,12,101
99,40,4,5,7,24,11,72
89,38,4,7,6,17,14,145
162,48,3,4,123,98,3,2
139,56,3,3,158,92,3,3
127,53,4,3,7,24,11,76
122,48,4,4,17,48,7,13
136,54,3,3,5,14,18,289
133,54,3,3,7,21,11,72
145,53,3,3,5,14,18,282
139,53,3,3,5,15,15,212
126,52,3,3,9,32,9,38
162,56,3,3,6,18,13,115
105,50,4,4,6,22,13,98
132,53,4,4,6,20,14,128
106,43,4,5,6,17,13,135
130,57,4,3,6,26,12,84
130,59,3,3,5,18,14,141
138,62,3,3,5,16,18,227
146,57,3,3,7,23,12,83
122,45,4,4,4,13,26,554
115,47,4,4,6,18,13,130
121,51,4,4,7,24,12,89
126,60,4,3,16,47,7,15
94,37,4,7,6,20,12,98
115,46,4,4,5,19,15,144
130,64,4,3,6,19,13,121
94,37,4,7,5,15,17,229
105,42,4,5,6,18,13,122
131,52,4,3,6,19,13,126
101,54,4,3,6,19,13,119
121,48,4,4,5,16,15,177
128,57,3,3,10,31,9,34
106,53,4,3,5,15,18,258
134,52,4,3,6,19,12,93
130,53,4,3,5,15,16,249
136,59,3,3,5,16,17,228
126,43,4,4,7,25,10,51
84,42,4,5,4,15,20,308
116,46,4,4,5,14,19,308
98,46,4,4,5,16,14,167
161,48,3,4,7,22,11,70
98,50,4,4,5,17,17,195
127,60,4,3,8,28,11,58
125,48,3,4,6,17,13,131
95,44,4,6,5,18,14,150
126,47,4,4,8,28,10,55
137,63,3,3,6,22,13,101
135,54,3,3,9,31,9,41
118,51,4,3,4,14,22,393
123,49,4,4,6,18,13,124
105,40,4,5,6,19,13,108
127,47,4,4,5,20,14,129
92,46,4,4,5,16,18,256
119,52,4,4,4,14,21,343
122,45,4,5,5,17,18,237
121,58,4,3,4,13,23,457
85,45,4,6,7,23,12,77
142,52,3,3,7,26,11,58
126,56,4,3,6,18,14,137
147,48,4,4,6,19,13,113
109,50,4,4,7,26,11,63
126,42,4,5,7,24,11,66
140,57,3,3,5,16,16,187
128,53,3,3,6,19,13,116
117,52,4,4,10,30,8,25
156,65,3,3,195,62,2,4
107,46,4,4,6,16,14,162
88,51,4,4,6,17,13,134
110,48,4,4,5,17,15,165
124,52,3,3,4,15,21,333
131,43,4,5,7,24,12,77
112,56,4,3,5,21,15,135
130,48,3,4,4,12,26,594
119,55,3,3,15,46,7,18
136,44,4,4,5,19,16,181
126,53,3,3,5,18,14,129
108,41,4,5,6,19,11,87
105,51,4,4,7,21,11,69
107,56,4,3,5,17,15,177
111,43,4,5,5,16,18,236
120,57,3,3,5,16,16,199
117,49,4,4,6,17,15,186
115,59,4,3,5,16,15,187
115,45,3,4,6,18,14,128
115,48,4,4,4,15,18,266
106,56,4,4,151,79,2,3
96,46,4,5,117,74,3,3
130,56,3,3,6,21,12,85
108,46,4,4,5,16,15,180
124,50,4,4,5,15,18,264
136,60,4,3,6,17,13,135
83,39,4,7,5,16,16,196
124,55,3,3,6,18,12,101
125,51,4,4,5,17,15,168
92,38,4,7,6,23,12,88
103,51,4,3,6,19,12,107
96,42,4,5,7,23,12,80
117,54,4,3,11,35,9,32
115,51,4,4,5,14,19,328
129,50,4,4,7,24,12,82
98,46,4,5,9,32,9,35
121,48,4,4,4,15,20,305
125,43,4,5,8,31,9,39
114,58,4,3,53,75,5,3
135,49,4,4,6,19,11,85
44,39,8,23,116,96,4,2
133,49,4,3,7,29,11,62
95,41,4,5,7,24,10,58
123,54,4,3,5,19,15,149
116,54,4,3,6,21,11,80
118,50,4,4,9,28,9,43
132,48,4,4,6,19,13,116
140,56,4,3,7,20,11,74
133,57,4,3,6,22,11,76
84,51,4,5,6,17,13,139
125,62,4,3,7,23,11,73
90,41,4,5,6,21,13,104
118,53,4,3,6,19,12,90
124,63,4,3,6,20,12,90
119,50,4,4,10,34,9,38
122,59,3,3,9,32,9,34
91,43,4,5,5,20,16,166
116,37,4,6,8,29,9,39
78,39,4,7,7,23,11,77
124,47,4,4,5,14,18,276
131,53,4,3,6,23,13,104
129,49,4,4,10,38,9,31
88,42,4,5,5,14,17,272
112,55,4,3,6,20,14,123
132,58,4,3,7,25,11,74
101,51,4,4,4,11,38,1195
112,52,4,4,8,26,11,61
124,43,4,4,12,39,8,24
81,49,5,6,66,68,5,4
152,56,3,3,30,58,5,5
133,53,3,3,5,17,17,205
108,52,5,5,132,96,3,2
108,50,4,4,114,103,3,2
132,50,3,4,122,93,3,2
104,40,4,5,5,17,14,143
118,46,4,4,5,19,15,150
100,46,4,4,6,21,14,125
138,53,3,3,7,29,11,56
122,56,4,3,6,20,12,84
97,44,4,5,7,22,11,72
117,48,4,4,6,21,13,105
113,51,4,4,5,16,15,175
126,50,4,3,6,18,13,126
125,49,4,4,8,27,11,57
134,54,3,3,6,19,13,105
93,50,4,4,8,28,10,53
104,48,4,4,11,34,9,33
136,55,3,3,6,19,14,131
87,51,5,5,50,84,5,3
117,52,4,3,5,17,14,159
123,73,4,2,193,87,2,4
98,40,4,6,7,29,11,58
139,47,3,4,8,29,11,57
154,57,3,3,8,29,10,41
100,46,4,4,6,21,13,100
100,45,4,5,6,19,13,110
123,54,4,3,7,26,12,70
145,47,3,4,6,21,13,98
107,57,4,3,6,18,14,145
119,51,3,4,4,13,26,574
94,45,4,5,5,16,16,209
131,52,3,3,5,16,15,169
135,54,3,3,5,15,16,206
128,45,3,4,7,28,11,59
107,49,4,4,8,24,10,54
97,48,4,5,7,27,11,61
138,59,4,3,8,26,10,48
100,50,4,4,8,29,10,42
143,57,3,3,6,19,14,142
135,49,4,4,5,17,14,134
123,56,4,3,9,33,9,35
112,56,4,3,5,20,15,139
99,51,4,4,6,20,12,92
98,43,4,5,5,15,19,278
132,57,3,3,5,15,18,267
113,60,4,3,8,29,10,43
128,45,3,4,6,17,14,150
113,49,4,4,8,24,10,56
102,57,4,4,8,27,10,56
124,54,3,3,4,14,24,463
130,46,3,4,6,18,13,122
114,56,4,4,5,18,18,208
142,49,4,4,13,40,7,18
139,45,3,5,6,24,12,76
100,50,4,4,5,17,13,135
114,51,4,4,30,70,6,6
142,48,4,4,6,19,13,124
99,39,4,6,4,15,19,265
130,47,4,4,6,19,11,88
121,53,4,3,5,19,13,115
124,52,4,4,4,11,33,902
80,40,4,7,6,17,13,125
131,49,3,3,5,17,14,142
96,47,4,4,6,19,14,134
132,58,4,3,7,28,11,61
127,60,4,3,4,13,24,519
140,52,4,3,6,17,14,145
116,57,4,3,6,18,13,123
120,56,4,3,6,18,13,124
134,42,3,5,5,18,14,128
130,50,3,4,6,17,13,133
123,54,4,4,8,29,11,61
124,52,4,3,7,25,10,53
148,47,3,4,6,21,12,87
135,56,4,3,7,22,11,67
80,45,4,5,7,25,11,60
113,54,4,3,6,20,14,142
104,59,4,3,7,22,12,87
90,42,4,5,6,23,13,93
111,47,4,4,6,20,12,89
107,55,4,3,110,95,3,2
115,49,4,4,6,20,12,92
122,48,4,4,5,18,18,217
140,44,3,4,5,17,17,213
114,57,4,3,4,13,22,445
131,59,3,3,5,18,15,164
136,57,3,3,6,17,13,125
127,55,4,3,6,20,14,129
136,52,4,4,7,27,11,58
132,56,3,3,6,21,14,122
109,51,4,3,6,19,13,115
130,51,4,4,8,25,10,59
109,80,4,2,27,48,5,6
113,49,4,4,4,14,21,378
126,54,4,4,5,20,13,103
127,73,4,2,13,44,8,23
134,57,3,3,6,23,12,73
122,53,3,3,6,19,12,104
24,43,8,24,115,73,4,3
152,57,3,3,176,98,2,3
138,45,4,4,8,28,10,44
112,75,4,2,4,11,38,1195
129,49,4,4,5,18,14,139
137,47,3,4,6,24,12,87
112,44,4,5,6,18,13,118
147,42,3,5,5,21,14,128
129,49,4,3,7,30,11,56
115,49,4,4,6,20,12,97
127,48,4,4,5,17,17,225
95,43,4,5,5,15,15,200
133,51,4,3,6,19,11,88
128,44,4,4,7,24,11,65
115,52,4,4,5,18,15,156
134,64,4,3,5,22,14,122
151,52,4,3,7,20,11,76
152,54,3,4,6,21,13,117
136,47,3,4,4,17,20,302
112,58,4,3,6,21,13,99
123,64,4,3,6,19,13,108
122,55,4,3,6,23,13,92
113,39,4,5,5,18,18,218
96,44,4,5,6,21,12,83
123,44,4,4,8,30,11,54
87,60,5,5,125,86,3,2
101,37,4,7,4,14,19,302
106,52,4,4,5,19,15,141
98,42,4,5,6,17,13,130
85,44,4,5,6,18,13,118
105,57,4,3,6,18,13,112
133,57,3,3,6,17,13,123
88,40,4,7,6,24,12,80
131,46,4,4,9,30,10,42
113,42,4,5,18,47,7,12
124,59,4,3,9,34,10,43
136,53,4,3,4,15,19,287
138,55,4,3,7,24,11,66
133,58,4,3,6,19,12,91
110,63,4,3,6,18,12,109
119,36,4,6,7,24,10,59
109,45,4,4,6,20,14,120
131,52,3,3,6,24,12,89
115,48,4,4,4,14,21,362
130,59,3,3,5,18,15,156
93,54,4,4,6,19,13,110
120,41,4,5,6,23,11,72
150,50,3,4,7,25,12,76
113,50,4,4,5,15,17,244
103,44,4,4,5,16,15,178
131,48,4,4,4,14,21,376
127,52,4,3,6,20,14,123
119,60,4,3,5,18,14,129
125,54,4,3,6,20,12,93
133,60,3,3,5,18,13,116
87,52,5,6,132,100,3,2
129,57,4,3,6,22,13,97
117,44,4,4,9,26,9,34
128,56,4,3,5,15,17,234
128,52,4,4,7,26,11,66
135,55,4,3,5,18,16,169
72,46,5,7,6,19,12,100
106,50,4,4,5,16,17,211
95,44,4,5,5,22,14,110
125,56,3,3,5,13,20,380
117,56,4,3,6,25,12,77
124,53,4,4,5,18,16,184
122,48,4,4,6,20,14,129
86,50,5,6,141,102,3,2
101,50,4,4,5,16,14,166
118,59,4,3,6,19,14,129
116,57,3,3,6,21,13,104
118,52,4,3,10,33,9,30
123,45,4,4,5,17,15,158
131,53,3,3,5,16,16,208
122,55,4,3,6,23,13,95
104,45,5,6,6,19,15,151
129,57,3,3,6,22,12,78
141,51,3,3,6,18,13,123
118,58,4,3,6,20,12,90
120,52,4,3,6,19,13,111
147,56,3,3,6,21,12,93
123,59,4,3,6,18,12,105
144,57,3,3,5,14,20,360
111,55,4,4,10,33,9,33
111,50,4,3,5,18,15,163
123,53,4,3,25,63,6,9
100,42,4,5,6,17,14,156
112,49,4,4,15,48,7,17
110,51,4,4,7,22,10,59
100,38,4,6,6,25,12,76
137,45,3,4,7,21,11,66
110,51,4,4,6,20,12,82
117,50,4,4,10,37,9,36
113,55,4,3,8,26,10,51
108,47,4,4,6,19,12,94
128,48,4,3,11,38,8,28
86,43,4,5,6,17,13,126
149,55,3,3,6,22,13,99
113,42,4,5,5,17,14,147
106,51,4,4,5,15,15,196
138,57,4,3,5,20,14,120
108,58,4,3,7,25,12,86
142,57,3,3,8,28,10,55
112,56,4,4,5,15,16,233
120,52,4,4,5,15,17,259
104,43,4,5,5,16,16,208
111,50,4,3,5,16,14,176
189,67,2,5,188,75,2,3
129,55,4,3,5,15,18,272
152,45,3,4,5,17,17,194
109,54,4,3,6,24,13,96
117,50,4,3,8,31,10,51
127,58,3,3,7,27,10,53
116,42,4,5,6,19,12,102
104,51,4,4,86,95,4,2
111,43,4,5,5,17,17,198
136,53,4,4,7,25,11,72
111,46,4,4,6,23,13,105
85,43,4,5,9,33,10,46
95,49,4,5,5,16,15,178
111,54,4,4,6,23,12,87
125,55,4,3,4,16,20,276
133,70,3,3,4,12,27,670
87,46,4,5,12,41,8,23
114,50,4,4,5,18,17,209
96,46,4,4,5,19,15,147
128,43,4,4,23,53,6,9
144,54,3,3,9,34,10,44
80,42,4,6,6,23,12,80
111,45,4,4,7,23,10,56
128,55,3,3,7,26,11,63
142,52,3,4,6,18,14,142
91,41,4,6,4,16,19,255
132,52,3,3,6,20,13,118
74,40,5,8,7,24,10,58
132,51,4,3,5,19,14,133
114,38,4,5,4,14,20,337
110,56,4,4,5,17,15,166
109,47,4,5,7,28,11,60
141,47,3,4,7,21,11,79
104,49,4,4,6,23,12,86
141,54,4,3,8,28,10,51
94,43,4,5,5,21,14,122
144,55,3,3,7,24,12,80
125,52,4,3,7,22,11,69
112,50,4,3,7,22,11,69
118,53,4,4,4,16,18,227
145,53,3,4,6,21,14,120
117,61,4,3,8,29,10,54
100,45,4,5,5,16,15,178
91,58,4,3,6,20,13,111
103,47,4,4,7,25,11,71
121,58,4,3,5,17,15,158
132,89,4,2,64,89,4,2
128,57,3,3,12,42,9,29
119,51,4,4,6,19,13,123
132,94,3,2,6,26,12,83
129,55,4,3,7,22,11,78
148,55,3,3,8,30,10,48
115,51,4,4,7,25,12,77
140,47,4,4,8,28,10,54
96,41,4,5,6,22,13,99
